Descriptores,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022<R>,2023<P>
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Puebla<C1>,563.44,701.166,575.438,540.614,614.515,506.402,557.988,552.506,570.884,565.607,532.73,523.451,600.252,608.319,563.322,601.707,609.155,620.214,630.466,637.115,675.038
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Querétaro<C1>,77.844,76.32,58.645,68.852,94.156,73.715,63.437,103.837,73.011,120.209,93.846,86.907,88.71,69.073,111.382,71.625,73.453,70.833,77.993,63.851,73.082
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Quintana Roo<C1>,189.039,161.015,168.674,157.558,104.085,49.84,159.065,193.399,148.221,157.538,172.309,146.978,133.784,174.111,151.392,164.575,160.394,157.143,161.513,165.104,173.018
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|San Luis Potosí<C1>,156.533,214.477,241.649,185.844,164.746,233.38,301.337,298.053,290.564,239.939,287.116,318.139,245.057,281.417,208.349,272.939,240.955,308.828,332.653,308.636,288.136
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Sinaloa<C1>,504.365,712.803,686.999,503.12,574.263,618.506,581.798,617.109,495.153,537.427,507.537,539.392,657.766,744.329,735.545,725.991,788.363,722.192,680.67,696.918,764.298
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Sonora<C1>,174.425,233.439,202.114,211.905,257.124,227.349,276.805,263.12,373.649,356.045,320.328,343.535,315.65,346.071,302.409,352.462,360.878,304.883,361.593,314.771,349.483
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Tabasco<C1>,38.521,270.73,97.076,127.747,119.541,214.773,165.381,138.843,99.513,68.637,70.244,136.735,64.639,61.196,298.311,366.732,368.118,355.32,356.018,368.53,380.165
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Tamaulipas<C1>,834.666,750.777,870.89,1124.807,941.797,2136.262,1290.376,1047.49,1781.431,1426.8,1640.148,1545.961,1555.006,1141.566,1560.953,1173.458,1153.905,1252.684,1185.698,1309.737,1283.615
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Tlaxcala<C1>,97.693,96.756,105.426,111.1,98.783,136.967,109.861,152.353,139.664,138.92,165.042,162.605,118.034,169,175.523,152.456,154.508,148.656,156.143,158.039,174.886
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Veracruz de Ignacio de la Llave<C1>,3518.444,1592.827,1010.713,531.039,617.945,464.967,1152.659,657.044,1590.437,868.444,971.771,1392.515,2185.484,1094.057,727.632,765.144,766.362,742.717,776.695,771.803,811.988
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Yucatán<C1>,40.186,50.726,55.042,45.901,37.927,35.067,28.331,40.996,44.873,43.879,50.936,47.698,47.743,46.804,82.482,49.495,51.867,54.447,53.014,57.122,60.496
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Zacatecas<C1>,247.328,212.442,172.103,383.845,291.875,250.613,223.495,270.117,183.521,226.578,293.022,270.839,246.395,344.448,491.855,398.723,357.225,453.287,442.926,428.464,406.624
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,NA,-3.238251046876,-2.97118746591,1.619822788203,6.450071779735,-3.45648573959,-2.750919763043,0.798402530125,-1.355438263909,3.04724391825,-2.548229006418,1.04081389811,2.444231295277,5.091884070567,6.251442681241,0.473912973839,-0.082577321368,5.56138439111,0.127349187648,2.153503138517,0.944912926991
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Aguascalientes<C1>,NA,-16.106231953802,9.586634639515,20.024863414794,-5.15699956389,4.466030578227,-29.215955983494,51.519626894676,-15.149027856154,9.319830713422,11.232475181816,1.886886264761,2.122779621316,4.518086682276,5.438335809807,7.354088977539,-9.58074157848,12.842848208702,2.709710621116,-9.668343257983,-15.481930281179
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Baja California<C1>,NA,34.775758021397,-36.653819624409,68.594665091786,-50.248491173272,153.055461839731,-49.9708721825,67.885943365621,89.237675898384,-29.181429121073,17.845942313337,9.361719792957,10.004994705612,-19.045491529364,5.44395636938,-22.376214872938,-3.791819931038,15.790418342811,-5.749835764672,8.579856941471,-3.524184590528
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Baja California Sur<C1>,NA,-21.248331108144,4.009493939137,-15.550122249389,11.831692723413,188.384535726614,90.229816266683,-86.412043227258,15.02662653392,-0.684380032206,36.076205918119,202.5618111409,-78.977552426898,3407.2708113804,-95.260652432266,1461.85109530182,-0.424378540246,17.373128920492,-1.207776071371,10.679467549917,-2.605111410684
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Campeche<C1>,NA,75.180689642047,57.94764403594,-18.883819789207,-58.222918512803,134.513992845,-52.789925239914,-11.924154020323,31.780311506377,-48.503552064699,-0.713924205941,4.715195983781,138.638442248119,-11.315547093767,-24.380434593201,-19.636001640712,0.649183073068,6.63855730606,3.59967086281,-8.807950776975,4.834431467918
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,NA,37.301354021622,213.949639972998,-76.431206190549,-6.841214967679,-3.015197265218,89.211160481592,61.526564414753,-42.874995028924,-7.705644049235,44.066702543847,15.476852131537,-4.202833219838,-25.433083551244,-2.143397700364,67.445802669328,0.395928823693,18.252050858927,-0.832833453388,-0.313203323372,-1.198545471164
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Colima<C1>,NA,-21.961178262419,138.476870691803,-59.735329966916,121.821484172289,-55.702421335829,92.667898952557,-5.434236374435,-13.386796782531,-35.789385615082,30.893849895761,46.484387961642,-29.477189326326,50.994121992741,35.93141738816,-30.33020344288,-1.154563220198,11.800931712305,-0.947192975324,9.277271607978,-3.184797100633
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Chiapas<C1>,NA,0.800293289302,-12.609991344481,3.754988530815,63.203669154229,10.803200073162,-15.710367714701,35.795054661474,-15.908128100279,0.55219009202,49.027470321322,-21.16976367965,18.553844804406,38.899441148369,-51.854164810772,12.204933933814,-1.153458420246,7.311770998511,1.411628950574,4.174041670881,2.897994477988
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Chihuahua<C1>,NA,-6.828547437718,57.731330307617,6.477021911189,15.444255003394,-14.96855957082,-18.661471299203,36.681475350602,-19.119892419172,-1.364894212077,-6.614053172598,3.091666637234,5.224190301779,-4.990605592017,58.190382216085,-0.825375881809,-0.876048934552,-2.210007330894,0.875671292154,2.767866224788,3.96825166799
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Ciudad de México<C1>,NA,-1.985209903426,64.567434613887,-88.046617839783,-44.60252273394,-72.398729150119,47.961630695444,-49.222042139384,-29.013724864347,17.580935251799,-21.529636711281,-27.38791423002,45.503355704698,25.645756457565,-16.960352422908,15.870910698497,-12.438000763068,10.37037037037,-2.881958152388,-1.138211382114,-4.728618421053
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Durango<C1>,NA,-0.13760213326,-24.139983526939,-10.747002424815,11.641918527066,-23.806057802446,36.581149528094,-20.486712849056,2.65966180679,7.403544003001,6.896186969647,-7.733531021608,-14.091896063309,28.833988924691,-23.517936822218,-0.258703735031,-0.219031506758,0.447025631342,-0.436681377301,1.571658727362,3.565487401018
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Guanajuato<C1>,NA,-6.302396246771,1.287427838019,19.562389026352,-19.188731829224,-3.455189665734,18.845959264218,-15.657558667338,9.972143137982,6.075343386218,20.717787642139,-0.715428544272,-27.028972933731,2.446183953033,13.669542667798,7.451949594309,3.981756743474,-2.102125442713,10.713787591061,-6.388999253825,-3.542857142857
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Guerrero<C1>,NA,7.773263627597,-7.085040553518,26.702749875487,0.391175334908,13.249697236405,-12.907667312264,-7.830861816381,42.849710123383,-54.379413534416,12.401702028104,-13.040910415453,-8.566581595254,35.249364358943,-2.346135421153,13.236674999566,-0.790290714084,10.949970778612,0.852538134633,32.584183296378,-14.926289469733
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Hidalgo<C1>,NA,-5.212068732921,-0.741076629773,13.702403222526,14.745689642531,3.493320315595,-9.864939285653,-14.605337782856,26.177183998768,-16.60640180642,20.188317370875,78.245206334387,-53.193648570558,-6.869938848057,14.900036243596,3.33793699239,-1.483885161148,1.651388439164,-0.986105008787,8.523749961866,-1.846906361566
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Jalisco<C1>,NA,11.594239116644,-55.589687361652,88.022908632144,-18.133385045357,5.932918259209,-49.781834682012,145.621780372559,-57.577296027586,314.90923307546,-75.919626356126,-3.871056541017,21.865781230956,-21.997015148558,10.410953447351,11.218869826295,1.461375330979,-0.006494259075,0.235407201502,6.431779101353,-9.586708588673
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|México<C1>,NA,114.012444294963,-33.122483056674,65.475384796146,69.200723394073,-64.293522711488,45.091259534359,-1.196236972859,-36.921714749502,117.80858060072,-43.054084486535,16.466227891395,42.34532112601,36.148021922525,-4.002978615343,-56.341051051458,-4.151740516495,10.239952293837,-1.853962090485,-1.182203290259,0.42512025077
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Michoacán de Ocampo<C1>,NA,-22.916009010088,-14.740582303998,46.661197714049,-5.992504220267,26.523290248508,0.170597929773,-29.227733019637,19.151512355061,-26.440759894877,44.585645829888,-5.678705987705,-7.390501190445,35.18167023878,3.230982900441,10.019462995622,1.176928659221,16.351472381657,-0.571742381652,0.588947371868,-0.79450126774
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Morelos<C1>,NA,177.089660810591,-27.921131318259,-9.16843458129,-23.375531515379,5.638470100172,-10.088958597735,17.246705861203,-5.820470884868,-64.736846865588,221.338189528402,-31.816150059864,15.999203961462,-51.38897298752,50.972969980485,48.250635986524,3.089685280632,17.182926244062,-0.935206134379,-0.217019495585,-2.206761914132
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Nayarit<C1>,NA,53.32656612529,-12.106796300149,11.022995060958,34.919604175349,4.435872017011,-39.598021749747,-11.69189072233,20.782503288371,-3.05887126049,-0.360144057623,7.741792859511,-17.508258612553,-8.196945577554,29.999864529851,4.329838894562,8.684838738676,-11.223026872036,-0.386128364389,21.793259688029,-6.736463079575
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Nuevo León<C1>,NA,15.573047911313,207.206309343484,-72.220556544552,94.169702182198,-80.025621261304,28.44455556401,1.949898442789,-11.483928808607,12.97571040045,-36.251722477712,35.508822188945,2.541705104551,4.553505327573,-25.21870070271,78.250551347205,-2.094568243252,11.021064126426,-1.230436127436,-1.190021357752,-2.442935833317
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Oaxaca<C1>,NA,3.989125140628,-26.360360828026,5.944816669711,31.995070166949,-4.456285508394,-10.491510384191,-34.394244874174,38.414290498322,14.880179627291,6.321327626481,-11.922752669886,2.547499057218,-4.508011478974,32.512662951921,9.304303992239,-0.182924942763,-1.444094024479,0.447074848919,1.348267994192,7.678079070737
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Puebla<C1>,NA,24.44377395996,-17.931274477085,-6.05173798046,13.669827270474,-17.593223924558,10.186768614658,-0.982458404123,3.326298718928,-0.924355911183,-5.812693265819,-1.741782891896,14.672051443211,1.34393554707,-7.396941407387,6.814042412688,1.237811758879,1.815465686073,1.652977843132,1.054616743805,5.952300605071
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Querétaro<C1>,NA,-1.957761677201,-23.159067085954,17.404723335323,36.751292627665,-21.709715790815,-13.942888150309,63.685231016599,-29.686913142714,64.645053485091,-21.930970226855,-7.394028514801,2.074631502641,-22.136174050276,61.252587841849,-35.694277351816,2.552181500873,-3.566906729473,10.108282862508,-18.132396497122,14.457095425287
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Quintana Roo<C1>,NA,-14.824454213152,4.756699686365,-6.59022730237,-33.938613082167,-52.116058990248,219.151284109149,21.584886681545,-23.359996690779,6.285883916584,9.376150516066,-14.700915216268,-8.976853678782,30.143365424864,-13.048572462395,8.707857746777,-2.540483062434,-2.026883798646,2.780906562812,2.223350442379,4.793342378137
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|San Luis Potosí<C1>,NA,37.017114602033,12.668957510596,-23.093412346006,-11.352532231334,41.660495550727,29.118604850459,-1.08980974789,-2.51264036933,-17.423011797745,19.662080778865,10.805040471447,-22.971719908593,14.83736436829,-25.9643162993,31.000868734671,-11.718369305962,28.168330186134,7.714650226016,-7.219835684632,-6.64212859161
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Sinaloa<C1>,NA,41.326816888563,-3.620074550752,-26.765541143437,14.140364127842,7.704309697821,-5.934946467779,6.06928865345,-19.76247308012,8.537563137051,-5.561685587066,6.276389701638,21.945820479355,13.160151178383,-1.180123305689,-1.298900815042,8.591291076611,-8.393468491038,-5.749440591976,2.387059808718,9.668282351726
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Sonora<C1>,NA,33.833452773398,-13.418923144804,4.844295793463,21.339279394068,-11.58001586783,21.753339579237,-4.943913585376,42.007069017939,-4.711373508293,-10.031597129576,7.24476161934,-8.11707686262,9.637573261524,-12.616486212367,16.551425387472,2.387775136043,-15.516324076281,18.600577926615,-12.948812615289,11.027699502178
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Tabasco<C1>,NA,602.8114534929,-64.142872973073,31.594832914418,-6.423634214502,79.664717544608,-22.997304130407,-16.046583343915,-28.326959227329,-31.027101986675,2.341302795868,94.657194920563,-52.726807328043,-5.326505669952,387.468135172233,22.936130414232,0.377932659272,-3.476602611119,0.196442643251,3.514429045722,3.157137817817
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Tamaulipas<C1>,NA,-10.050607069175,15.998492228718,29.15603577949,-16.270346823944,126.828286775176,-39.596547614478,-18.822885732531,70.066635481007,-19.907085932601,14.952901597982,-5.742591522228,0.585072974027,-26.587678761368,36.737867105362,-24.824258001362,-1.666271822255,8.560410085752,-5.347398066871,10.461264166761,-1.994446213247
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Tlaxcala<C1>,NA,-0.959127061304,8.960684608706,5.381974086089,-11.086408640864,38.65442434427,-19.790168434733,38.677965793139,-8.328684042979,-0.532707068393,18.803627987331,-1.47659383672,-27.410596230128,43.179083992748,3.859763313609,-13.141867447571,1.345962113659,-3.787506148549,5.036460015068,1.214271533146,10.660026955372
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Veracruz de Ignacio de la Llave<C1>,NA,-54.729221212559,-36.545965129923,-47.458972032615,16.365276373298,-24.755924880046,147.901248905836,-42.997538734353,142.059435897748,-45.395888048379,11.897946211846,43.296620294287,56.945095744031,-49.939830261855,-33.492313471784,5.155353255492,0.159185721903,-3.085356528638,4.574824596717,-0.629848267338,5.206639518115
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Yucatán<C1>,NA,26.228039615787,8.508457201435,-16.607318048036,-17.372170540947,-7.540802067129,-19.208942880771,44.703681479651,9.457020197092,-2.215140507655,16.082864240297,-6.356997015863,0.094343578347,-1.966780470435,76.228527476284,-39.992968162751,4.792403273058,4.974261090867,-2.631917277352,7.748896517901,5.906655929414
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Zacatecas<C1>,NA,-14.105155906327,-18.988241496503,123.032137731475,-23.960192265107,-14.13687366167,-10.820667722744,20.860421933377,-32.058700489047,23.461620196054,29.325000662024,-7.570421333552,-9.02528808628,39.7950445423,42.795138888889,-18.93484868508,-10.407726667386,26.891175029743,-2.285748322807,-3.265105232025,-5.097277717615
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Aguascalientes<C1>,0.128516843039,0.111425871655,0.125847013557,0.148640001517,0.132432637132,0.143300272692,0.104303020503,0.156787750142,0.134863927475,0.143073227001,0.16330528434,0.164672732632,0.164156019051,0.163259733902,0.162010361582,0.173104383593,0.156649056535,0.167454470312,0.171773250041,0.151894568306,0.127176648548
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Baja California<C1>,0.735960700316,1.025091653802,0.669240807007,1.1103190955,0.518929197103,1.360193573241,0.699742331407,1.16546392078,2.235801749537,1.536540703568,1.858099501615,2.01111757916,2.159545499543,1.663543726346,1.650901180002,1.275447473573,1.228098933263,1.347103299839,1.268032243757,1.347802624425,1.288131847679
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Baja California Sur<C1>,0.057903702741,0.04712619682,0.050516663603,0.041981238981,0.044103615332,0.131741637217,0.25770102279,0.034738946948,0.04050810107,0.039041191385,0.05451493743,0.163242333139,0.033498747043,1.117966232685,0.049866904505,0.775173148083,0.772521407077,0.858962349061,0.847508711887,0.918243722375,0.885950985002
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Campeche<C1>,0.812379672492,1.470759187571,2.394164604864,1.911098466951,0.750024072779,1.821884581111,0.884443401099,0.77281086622,1.032406195473,0.515930847558,0.525642055684,0.544757200133,1.268983211641,1.0708636815,0.762137851134,0.609595498027,0.614059963084,0.620325973749,0.64183829123,0.572966635982,0.595043670767
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,1.801636216393,2.55645536218,8.271751653988,1.91847617745,1.678936489348,1.686610700584,3.281527878316,5.258554807526,3.045225851621,2.727459250855,4.032107950294,4.608188667443,4.3091876697,3.057541881281,2.815967975029,4.6929795398,4.715454294335,5.282349641898,5.231693947213,5.105363935322,4.996956935053
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Colima<C1>,0.119282400726,0.096201837063,0.236444335021,0.093685984384,0.195223579982,0.089575482699,0.177465123652,0.166491973224,0.146185485111,0.091090838107,0.12235006474,0.177377573072,0.122107070797,0.175441235136,0.224448488966,0.155635230091,0.153965463522,0.163066090622,0.161316105317,0.172565632248,0.165505880536
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Chiapas<C1>,1.360122415695,1.416889833996,1.276136558028,1.302949860658,1.997614416112,2.292666384823,1.987144825007,2.677070601903,2.282131667065,2.226875057268,3.405433817392,2.656858572706,3.074656277989,4.063758514875,1.841415445934,2.056413374778,2.034373432639,2.068106791021,2.094633286737,2.136063948799,2.17739250087
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Chihuahua<C1>,12.903391769302,12.424617859155,20.197624317001,21.163025362065,22.951132448242,20.214385880867,16.907187215895,22.925951549746,18.797320349976,17.992481999036,17.241810488653,17.591772181398,18.069148065795,16.335598418301,24.320936189751,24.006427473857,23.815785859774,22.062476141914,22.227364543646,22.36104250731,23.030764280713
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Ciudad de México<C1>,0.546745469818,0.553825690836,0.939325863976,0.110491444651,0.057500640355,0.016439123442,0.025011645414,0.012599805602,0.009067030674,0.01034583659,0.008330700894,0.005986784394,0.008503135884,0.010166179338,0.00794526576,0.009162827963,0.008029786133,0.00839559347,0.008143265597,0.007880863381,0.007437925504
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Durango<C1>,18.995228510701,19.603914642182,15.326924537697,13.461684158309,14.11824549211,11.142382677879,15.648882549002,12.344383050499,12.846832778963,13.389929873032,14.687598107502,13.412132809218,11.247201377947,13.788141972859,9.924999782225,9.852630542681,9.839175104794,9.36247548896,9.309735429604,9.256709176342,9.497017430395
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Guanajuato<C1>,1.562132122566,1.51266423162,1.579055387796,1.857862269287,1.410390839175,1.410409773339,1.723630722878,1.44223737157,1.607852798714,1.655100430181,2.050245575015,2.014609200394,1.43500615536,1.398879712415,1.496544547019,1.600481403305,1.665584074223,1.544666562526,1.707983753589,1.5651550218,1.495571962507
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Guerrero<C1>,1.751579277107,1.950909499246,1.868194325707,2.329322684041,2.196742924411,2.576873993054,2.307743852699,2.110179890879,3.055805413042,1.352851660722,1.560390618933,1.342924135147,1.198585247624,1.54253484277,1.417717113695,1.59780352226,1.58648630729,1.667471589633,1.679548529411,2.179872086977,1.837138708065
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Hidalgo<C1>,1.23206168994,1.20692918479,1.234669252747,1.381471226483,1.48912880897,1.596325615434,1.479550304398,1.253449412947,1.603298898865,1.297510336737,1.600233454495,2.822957686854,1.289797852848,1.142989812884,1.236026237501,1.271259351521,1.25343037187,1.207003283893,1.193580948413,1.268012123179,1.232942889862
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Jalisco<C1>,8.043094888746,9.276011068045,4.245651789502,7.85555196416,6.0413998521,6.628960232144,3.423109195615,8.341304563683,3.587229625446,14.443614755386,3.569023287435,3.395523299601,4.039252326478,2.998078689139,3.115446889235,3.44862135622,3.501910441818,3.317200734795,3.320780676997,3.459857808097,3.098889514833
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|México<C1>,2.298560536369,5.083832858236,3.504053169715,5.705919678813,9.069470044899,3.354330207035,5.00451000099,4.905478735707,3.136809384475,6.630201581999,3.87435646655,4.465835792067,6.205237931705,8.038973489075,7.263125002986,3.156047120358,3.027516275187,3.161698301614,3.09913489058,2.997936166497,2.98249898182
