Descriptores,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022<R>,2023<P>
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Veracruz de Ignacio de la Llave<C1>,86564.002,89493.487,91914.423,98313.357,98761.277,96461.483,90115.575,95757.872,99384.363,103258.724,95355.149,99438.076,103585.641,106400.154,104374.03,97708.548,95370.738,87896.35,95073.079,99924.52,102050.652
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Yucatán<C1>,31510.771,33412.203,34739.786,37184.615,37787.773,37731.724,36127.173,38691.135,40326.711,41717.425,43055.822,46404.16,48418.854,49114.112,49816.216,52423.886,50503.523,45894.995,50294.459,52037.579,53822.372
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Zacatecas<C1>,12974.142,13537.392,14295.567,14919.445,15157.953,15723.546,14286.449,14665.124,15953.246,16936.527,17642.109,17573.13,19017.852,18786.591,19889.163,19741.005,19706.112,18682.295,19658.24,20183.121,20851.121
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,NA,3.811011789,2.896501248126,6.936655782813,2.270854143458,0.999296827277,-9.466177262184,10.32619457921,7.118199568526,5.020889459866,-0.670329826083,4.044642250341,4.044447244224,2.835499070056,1.944896136987,3.810248471392,-1.872317588208,-8.033936406831,8.357082983701,5.74547864892,3.996947109285
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Aguascalientes<C1>,NA,3.461849072305,3.810508218115,4.29555406975,6.010838528821,-1.008125373094,-15.123966328242,12.774969594286,10.554067806863,4.641288448546,5.13136936371,9.639886096212,14.443443674895,11.334740362446,1.878594051119,9.5966452456,-0.924751711133,-7.168593260612,6.903888151754,6.093461885882,4.918375627116
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Baja California<C1>,NA,4.350259403382,3.527178406759,7.320873089152,2.294800463611,-5.527781941394,-12.90609575484,6.356362571875,6.009624717905,1.323497524301,-0.498977424183,3.220164699659,4.149854448351,8.590607593952,3.937184188124,5.070187873102,-1.170089215598,-6.522620304007,6.712589978035,4.88591244824,2.973847343167
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Baja California Sur<C1>,NA,-0.943511857907,3.077438647144,11.732520600369,10.199259735801,-4.760145746068,-12.562329910243,8.386584768454,12.041769826891,3.524114996732,-1.670338895582,11.342853818119,4.572584732297,2.27824896999,3.538371725014,10.110251851121,-3.424096667246,-9.850966991073,9.162467887836,3.08170511597,4.608787545886
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Campeche<C1>,NA,9.432348337553,4.308292930364,6.228705642365,-1.450369820042,3.673902009787,-3.00371283523,4.900035124962,5.995754916925,2.075069853592,4.692114891505,-3.168802494892,10.336426535243,-4.06194867141,6.231445819033,9.122534526409,-2.805265475546,-8.011184156278,7.460313735103,1.842227019734,5.310541141963
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,NA,4.840249935524,5.140067485427,3.956387480425,0.997785730829,2.729920036988,-13.987463213437,8.063252218312,6.98791060435,4.187760501642,-0.095573211887,6.839980397241,2.683023843545,0.044195280812,-0.64284996333,6.858514800692,-1.732968444886,-7.053753377319,7.374225851671,5.015559524283,5.405971805946
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Colima<C1>,NA,-1.980715660871,4.502672447923,10.811788781398,2.03847455637,-1.043081347481,-5.069955774587,9.981198313581,7.225204757111,1.971430600698,-5.123206317293,1.016571153934,6.248484561667,-1.736155616878,10.172276691189,14.022061425898,-4.178767638163,-11.398981782299,11.126006532527,1.762119500054,2.966591646215
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Chiapas<C1>,NA,8.330970367768,6.370496171239,8.939231315389,3.322605345498,1.975376177783,3.422177338613,4.085904162608,6.324880688777,8.524240322175,-3.42985204884,8.232977786422,5.087277946389,-2.553752552741,-0.602364476224,3.848629315524,-1.619323086832,-6.664927848226,5.634052175972,5.041271923509,3.157093797367
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Chihuahua<C1>,NA,-0.927356848769,4.697377912966,5.563759050218,3.455837629566,1.74543897428,-10.154861438362,9.23676281391,6.087378785971,3.607309651978,2.332176043473,5.115180883753,6.217138916735,8.148165354808,-1.4037515624,1.702751357287,-0.670835642073,-6.511732389899,8.188928574372,6.097042451078,3.358476151566
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Ciudad de México<C1>,NA,4.411838672468,0.342021865206,8.873414173169,0.301513848251,2.261808935721,-14.098232932279,18.889576436866,4.01621053112,4.668784358969,-1.116301281686,2.398111268584,0.673978775361,-2.975231334155,1.231776179218,-3.266808472716,-5.269886999742,-12.597292704246,12.329356498666,6.138499462056,4.88462881912
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Durango<C1>,NA,5.83498200698,4.382808457938,2.728825881382,3.010983157034,1.586894169873,-10.399123862341,12.288977996907,8.826223998623,5.352584963271,-8.247645001533,-0.846872884602,3.905483558075,6.815554276168,-4.710150906488,2.648123717189,-3.216575008018,-9.750136133327,9.478614889792,5.673888270515,4.314795073622
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Guanajuato<C1>,NA,2.085627982117,-0.267453409307,6.604461212637,3.031705677233,0.267478806526,-5.330304894276,7.609531177688,10.503052300743,8.913729630311,-4.578822018968,-0.07930797121,2.468902394161,0.201580209819,11.265558297558,17.431574147238,-1.439110832925,-8.706191690687,8.841614351083,7.16579358244,2.915122628322
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Guerrero<C1>,NA,3.340066332389,2.639977534747,0.229354467852,-1.562468795387,-3.836455022856,-7.645732011613,11.997825175223,-1.948482656622,7.486020361188,-4.850956663518,-4.843421562723,4.728413820414,-0.823810214602,2.729813233591,13.776705996634,-2.145674031878,-6.516369350484,4.987931780203,5.816829009244,-3.74326886576
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Hidalgo<C1>,NA,1.253387578414,-0.241654092239,6.181733327685,1.994329235685,4.49539853627,-5.406879359252,2.450601976094,1.216488456933,2.233583473448,-2.205794771759,8.536171363368,1.142942635964,8.820929683535,5.74435255948,7.124487976003,-3.994814937709,-10.650611290259,9.84523597535,5.258264391111,3.925130755999
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Jalisco<C1>,NA,3.367757465167,2.497286441819,8.17243241306,4.206266812477,1.486484352686,-8.77410254019,10.939719975309,7.923737284586,4.49564600617,1.329324453193,7.338960050973,4.951757370264,6.347350612292,0.240539414718,8.252673780935,0.471442255264,-6.353578809874,7.269129522131,6.596211342762,3.961030555371
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|México<C1>,NA,2.6721421056,4.69629900339,6.005181192982,3.181944258535,1.336759469214,-9.196083948807,10.772456680019,10.491832126933,8.469141550575,5.206125721958,6.738941232046,13.550268902471,10.846229464189,4.607807379615,8.127297421929,-0.56203838187,-6.803471928361,6.120799573155,7.549485951771,5.845526135395
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Michoacán de Ocampo<C1>,NA,1.088536525323,4.756001752918,3.977158376993,3.788489324237,0.748420435415,-2.03273127854,3.545158091578,7.152978956968,1.265870851537,-4.960806076462,8.69873455577,1.424628376829,5.389332702116,11.654789960025,12.98685994969,0.168447750896,-5.469591325315,6.229513072807,4.845659801307,2.662266439829
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Morelos<C1>,NA,5.342419868883,5.286878876812,-0.736340045672,-2.103123675568,-2.339056293686,-11.80733432302,4.337453691316,9.400672006354,4.529110717843,1.70538255669,-0.402294574734,4.456269346172,7.589857524435,0.684154963736,9.279455578987,-1.127262523488,-5.236752086718,4.686162719263,4.472182787278,3.327203951633
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Nayarit<C1>,NA,3.266743720376,4.911577106172,7.631118683023,4.378741751904,4.308653617081,-4.625263079302,5.871695949451,4.026492564406,-0.040608793989,-4.336484659144,5.983623267648,4.820039554172,5.48476146799,6.582111550694,6.265403549208,0.079564077728,-3.737483620041,3.50129718441,4.964059685617,4.661160872969
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Nuevo León<C1>,NA,6.88317735539,3.231354431421,8.587805834024,4.636143051449,1.788814632667,-14.512439779635,12.420230548986,9.893560660643,5.624401379065,0.329135172109,7.31381386827,1.388276879681,1.07812900866,1.147783014282,2.530413668814,-2.368466997964,-7.741283185786,9.254331633969,7.163536749395,5.355363999892
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Oaxaca<C1>,NA,5.609733185128,4.054040062234,3.099398671867,-0.646295719362,-1.358954268777,-7.068225970119,-1.135648418252,0.398037055683,8.274015425168,-5.987433133494,-5.757989465814,1.892504114806,-0.626921186265,1.413637333329,1.601765754581,-3.172915394524,-7.999674783145,7.061770686807,5.093557808525,1.913536980562
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Puebla<C1>,NA,0.865405401492,0.858898747644,6.987681578717,3.089129964718,1.298795265528,-7.578942353178,9.22126481663,9.71066542169,5.18072718169,-0.404451051846,5.129049264557,1.825928830083,0.862291408019,3.291270355091,6.71069403778,-0.261113367843,-5.289767630458,5.849418886649,6.484848578069,2.974966979165
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Querétaro<C1>,NA,8.855815331144,7.755699791903,8.490556206177,7.491084378031,2.142250897258,-8.182179325136,21.482051297007,15.174013377356,4.788345740319,-3.068209613833,6.351791388656,9.304981097531,-0.074429238636,-1.393383812203,3.047468828865,-0.158788539512,-8.017525810663,9.575990600182,7.278704629588,7.204489369648
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Quintana Roo<C1>,NA,9.498957540511,6.726718663338,9.626324390518,3.601934470609,3.78738905401,-16.869194586848,4.037358382588,8.951181378875,7.593387107009,-1.794050522127,3.096352904336,0.053813745841,7.027603582673,7.603619849822,14.998853510315,-2.085830451635,-7.091895200888,5.486534224717,5.060107612801,5.232867962362
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|San Luis Potosí<C1>,NA,3.756461293348,4.429904961551,7.920221647349,4.352742168487,2.806070514442,-10.022107362903,16.173310774933,3.765921224174,2.173304718048,7.277658443227,0.003179753927,-1.648168977394,-0.433328175204,4.300852544191,9.129816633832,-1.697758998478,-6.31077882519,6.374463028063,4.719329359394,3.606899330007
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Sinaloa<C1>,NA,3.128339207095,0.278617327169,4.613738420205,2.704656558014,4.205565546044,6.271373262748,-3.27944540333,12.46260480039,9.138451745336,2.316340475947,2.806119714646,1.582698115761,7.191837884024,4.43875317185,-1.068437476164,1.409927145977,-5.586232136574,9.78236095809,0.418353628592,1.410605929678
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Sonora<C1>,NA,2.536281280701,5.081166092143,6.422407156779,3.239497113455,1.215330185225,-7.86485207636,6.125828462953,10.948699443733,7.790977918862,-0.004876595363,1.924593970984,9.774658314735,9.450786056304,-7.070845402665,-3.164086391668,-0.697692686375,-6.639275616593,7.718191452107,4.218490096262,3.248395575312
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Tabasco<C1>,NA,7.910422080556,6.362066493018,5.171335723193,-2.170405555895,-0.111200653475,1.676272949142,12.054702760315,8.2437411881,3.053573624703,-0.279561172853,1.822420634771,9.164809411888,-1.552957331098,-7.582763118926,6.478429686537,-0.219715071263,-5.048905022135,5.633708844505,4.779749727906,4.69997812147
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Tamaulipas<C1>,NA,2.110187008389,7.525514858202,5.153756223735,-0.435232483298,-1.249433712676,-9.842010985413,2.771970667802,9.157012263021,0.848460068144,1.506907475077,0.096952247719,3.632313144443,1.394504677475,4.410959538771,-2.170375455234,-2.580067967026,-8.391126809304,8.321265779967,4.954506265591,2.870006369123
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Tlaxcala<C1>,NA,3.466248490612,4.082117433817,7.805226732366,10.25143589366,5.206601651978,-11.335520016483,19.006679861455,16.998517512198,-1.885096249757,-23.412233241052,-3.703668627339,4.202709347885,7.546122015033,0.459166926053,5.431938555964,-1.318854612069,-6.516424185799,7.340886257768,4.124015210049,0.697614705203
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Veracruz de Ignacio de la Llave<C1>,NA,3.38418387819,2.705153281154,6.961838840026,0.455604420059,-2.328639391732,-6.578696286475,6.261178492175,3.7871466066,3.898360751178,-7.654147459734,4.281810728438,4.171002866146,2.717087979404,-1.904249123549,-6.386149888052,-2.392636107948,-7.837192158458,8.164990923969,5.102854615658,2.127738016655
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Yucatán<C1>,NA,6.034228740388,3.973347701736,7.037547669407,1.622063318391,-0.148325756059,-4.252525010519,7.097045761095,4.227262911776,3.448617468457,3.20824451653,7.7767369068,4.341623682015,1.435924113363,1.42953617893,5.234580643379,-3.663145078562,-9.125161426857,9.585934152515,3.465829108531,3.42981559538
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Zacatecas<C1>,NA,4.341327542122,5.600598697297,4.364136098974,1.598638555255,3.73132836604,-9.139776739929,2.650588680224,8.78357387227,6.163516816578,4.166037110206,-0.390990668973,8.221199069261,-1.21602061053,5.86893066443,-0.744918225066,-0.176753919063,-5.195428707601,5.223903166072,2.670030480857,3.309696255599
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Aguascalientes<C1>,0.955602642096,0.952388524356,0.960848381969,0.937117526641,0.971387357927,0.952080445812,0.892581463295,0.912392997578,0.941658445782,0.938254794374,0.993056869834,1.046460824323,1.151052108771,1.24618530403,1.245374820248,1.314792174976,1.327488410837,1.339979246621,1.322008562449,1.326358978417,1.338110717497
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Baja California<C1>,3.472794832604,3.490834309307,3.512230464052,3.52484970783,3.525675037591,3.297828315822,3.17252420001,3.05836828118,3.026716982203,2.920157620358,2.925195148634,2.90201512053,2.904955145763,3.067528695481,3.127476775259,3.165434792652,3.188087504593,3.240478656227,3.191299180936,3.165358280698,3.134218161621
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Baja California Sur<C1>,0.60267665438,0.575074183743,0.576085417612,0.601921533077,0.648584661971,0.61159939344,0.590683397359,0.580298780026,0.606971575366,0.598320919686,0.592297277958,0.633843971301,0.637061411267,0.633609271312,0.643513061932,0.682566378197,0.671772357593,0.658499734283,0.663394160478,0.646682979734,0.650487579846
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Campeche<C1>,0.415002120317,0.437474366242,0.443476734291,0.440540796057,0.424511293019,0.435752956476,0.466857773384,0.443896365801,0.439244970392,0.426924217327,0.449972290576,0.418775583232,0.444100599291,0.414313602551,0.43173454179,0.453827711005,0.449512948914,0.449624157667,0.445903043117,0.429443977427,0.434868319793
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,2.545725047856,2.570964733749,2.627022321752,2.553808592579,2.522018762736,2.565233560692,2.437125036067,2.387136241439,2.384232743159,2.365318664715,2.379005235352,2.442921300055,2.410955632381,2.345514129659,2.285976131463,2.353101142469,2.356442733957,2.381557924144,2.359955910444,2.343666070213,2.375419727079
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Colima<C1>,0.97046379029,0.916320576806,0.930623956438,0.964347580732,0.962156392495,0.942699947961,0.98847640633,0.985385384564,0.986369730355,0.957728819693,0.914794536928,0.888170745097,0.906985410544,0.866664469423,0.936607925868,1.028742036821,1.004561886389,0.967804889318,0.992535877592,0.955147736566,0.945684557927
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Chiapas<C1>,1.382160856911,1.442340501775,1.491036847324,1.518959114827,1.534580056768,1.549410574922,1.769983972884,1.669869815356,1.657502736218,1.71279472308,1.665210802856,1.73224415921,1.749606329328,1.657915533495,1.616489791761,1.617087442221,1.621256645254,1.645390702278,1.604041771043,1.593359735107,1.580492160743
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Chihuahua<C1>,3.683287034413,3.515166413421,3.576688244486,3.530769250962,3.571679276508,3.598065405199,3.570695184496,3.535435844926,3.501413608191,3.454284626509,3.558699650218,3.59531590818,3.670394522567,3.860013685289,3.733221404002,3.657431648644,3.702213487847,3.763491790109,3.757651399047,3.770144171598,3.746998034842
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Ciudad de México<C1>,21.239845262531,21.362775092561,20.832428891534,21.209730586185,20.801313374422,21.061334095672,19.983755914751,21.534870167363,20.91125129167,20.841141827888,20.747569037994,20.419233868798,19.757762875045,18.641348460807,18.510949410625,17.249002300417,16.651773453724,15.825512414768,16.405661511578,16.466635905091,16.607189372493
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Durango<C1>,1.357407187325,1.383872122725,1.403861715068,1.348621430444,1.358381335721,1.366284175524,1.352204684149,1.376261391094,1.39820619681,1.402622258326,1.295623907231,1.234711938923,1.233062834844,1.280786220247,1.197175437644,1.183773415862,1.167556827856,1.145768783111,1.157627871708,1.156844150092,1.160379836172
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Guanajuato<C1>,4.767408256828,4.688171874624,4.544015726867,4.529899918399,4.563600441677,4.530533626881,4.737502782415,4.620846892373,4.76686210073,4.94355677898,4.749034306069,4.56079990346,4.491735719927,4.376689188963,4.776843025574,5.403630221558,5.427485764229,5.387811825382,5.411904055987,5.484593765729,5.427540477446
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Guerrero<C1>,1.407813274569,1.401426637409,1.397932843542,1.310251433168,1.261140502038,1.200758274561,1.224903004475,1.24346238058,1.138213428403,1.164930447361,1.115900389338,1.02057405965,1.027283101447,0.990728150821,0.998356188056,1.094204860898,1.091156710345,1.109162302975,1.074675074222,1.075400196986,0.99536102261
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Hidalgo<C1>,1.716746912136,1.674450884092,1.623383190629,1.611922869424,1.607564473999,1.663210494134,1.737784467339,1.613733397246,1.524824244926,1.484354660561,1.46140910417,1.524497038306,1.481983138727,1.568240387706,1.626688247666,1.678621794994,1.642313281197,1.595585175788,1.617498601172,1.610046099273,1.608934262409
