Descriptores,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022<R>,2023<P>
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Durango<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Guanajuato<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Guerrero<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Hidalgo<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Jalisco<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|México<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Michoacán de Ocampo<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Morelos<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Nayarit<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Nuevo León<C1>,7468.178,7241.47,7758.015,7088.328,6959.759,7154.726,9109.167,9039.9,8590.984,7784.498,7615.583,7474.327,6837.149,4685.858,3873.756,3903.246,3300.569,2915.412,2858.493,2815.164,2812.593
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Oaxaca<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Puebla<C1>,948.334,2329.808,2051.064,2636.83,1952.803,3057.003,4013.722,4615.606,7225.47,9585.026,10582.785,7130.415,6424.559,6074.809,5075.588,3750.537,3184.886,2494.922,2169.201,1984.329,1770.293
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Querétaro<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Quintana Roo<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|San Luis Potosí<C1>,191.514,228.306,162.57,158.938,184.156,115.805,175.241,185.739,150.17,165.991,130.469,113.81,120.09,84.993,71.366,66.126,65.739,57.172,52.249,53.379,52.813
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Sinaloa<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Sonora<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Tabasco<C1>,157639.741,166908.567,185146.339,208382.328,225769.804,233494.199,256768.104,273962.453,281310.336,294586.733,291996.857,283595.256,242218.213,232765.682,213890.324,185538.673,163569.783,189573.538,209264.292,270143.118,311545.418
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Tamaulipas<C1>,18171.626,20233.263,22424.159,24058.408,24660.605,23051.879,22255.766,24950.053,22930.343,23907.199,23870.56,22492.64,20992.631,16555.674,13872.219,14761.664,21088.278,20470.404,20619.889,12173.29,17085.607
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Tlaxcala<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Veracruz de Ignacio de la Llave<C1>,36957.804,41822.631,41864.952,47741.17,52966.642,55451.318,56621.312,61424.973,60431.166,66865.953,55822.286,56895.389,49040.736,44017,37595.799,36704.713,34759.842,33122.903,42486.371,42607.677,41532.659
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Yucatán<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Zacatecas<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,NA,1.429636965567,-0.609118872399,-0.747753482903,-2.92914401703,-4.796825681805,-4.114283064405,-0.231251423044,-1.160431734616,-0.155154321848,-1.313154685869,-2.1462676272690002,-5.991415944528,-6.124560582951,-10.750955141852,-7.844323155662,-6.045666889147,0.364567311458,1.626732290017,4.485085605874,2.002743342237
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Aguascalientes<C1>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Baja California<C1>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Baja California Sur<C1>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Campeche<C1>,NA,0.184413159663,-2.952278863637,-4.56764810356,-6.812533346616,-8.364848120322,-10.48150894678,-4.880785241939,-2.947440836071,-4.133388155118,-0.019541531991,-1.207867073846,0.032138945826,-5.356941883554,-10.895748778035,-5.813287596399,-5.078321430863,-5.519235509202,-5.285210478975,-6.875208899695,-8.901780049194
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,NA,-6.743314941599,-6.384230959855,11.235868306403,401.131360805933,96.180656547969,121.361998347956,-3.57307857383,-24.740972793166,-27.40099462131,-9.807382475463,-30.853549673179,-44.679517490886,-18.01790736498,-3.197874402634,-12.548562548563,-35.762605960133,-33.964555595538,-22.613411892923,-16.744600556723,-0.870886745077
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Colima<C1>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Chiapas<C1>,NA,-16.708911722793,-12.245178535229,-5.032724232968,-5.013278934173,5.13631756686,13.58403315241,15.997003166816,-0.660323222459,0.05081767943,2.625302534445,-6.789733267649,-20.802600145026,-25.441294896338,-33.002304648945,-23.151243363094,-7.30962940334,41.4800474274,25.320174612242,17.759193705907,-16.294050645432
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Chihuahua<C1>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Ciudad de México<C1>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Durango<C1>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Guanajuato<C1>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Guerrero<C1>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Hidalgo<C1>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Jalisco<C1>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|México<C1>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Michoacán de Ocampo<C1>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Morelos<C1>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Nayarit<C1>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Nuevo León<C1>,NA,-3.035653408368,7.133151141964,-8.63219522004,-1.813812791959,2.801347000665,27.316783340131,-0.760409815738,-4.965939888716,-9.387585869093,-2.169889439242,-1.854828448459,-8.524887926364,-31.464737714506,-17.330913570151,0.761276652427,-15.440405242201,-11.669412152874,-1.952348415936,-1.51579870932,-0.091326828561
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Oaxaca<C1>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Puebla<C1>,NA,145.673781600154,-11.964247697664,28.559128335342,-25.941262804201,56.544362129718,31.295978446865,14.995657397299,56.544341089772,32.656090192057,10.40955966108,-32.622509103228,-9.89922746432,-5.443953429333,-16.448599453909,-26.106354574091,-15.08186694332,-21.663695341058,-13.055358043258,-8.522585043986,-10.786316180432
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Querétaro<C1>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Quintana Roo<C1>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|San Luis Potosí<C1>,NA,19.211128168176,-28.792935796694,-2.234114535277,15.866564320679,-37.115814852625,51.324208799275,5.990607220913,-19.149990039787,10.535393221016,-21.39995541927,-12.768550383616,5.517968544065,-29.225580814389,-16.033085077595,-7.342431970406,-0.585246347881,-13.031838026134,-8.610858462184,2.162720817623,-1.060342082092
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Sinaloa<C1>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Sonora<C1>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Tabasco<C1>,NA,5.879752111493,10.926804014799,12.550066679957,8.34402617865,3.421358774799,9.967658768259,6.696450506173,2.682076656687,4.719484249594,-0.879155681461,-2.877291586738,-14.590174597279,-3.902485648344,-8.109167054961,-13.255228413231,-11.840598859948,15.897652074283,10.386868445743,29.091836652189,15.326061350932
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Tamaulipas<C1>,NA,11.345363370345,10.828189205073,7.287894275099,2.503062546782,-6.523465259672,-3.453570964866,12.106017829267,-8.095012864301,4.26010199673,-0.153255092744,-5.77246616753,-6.668888134074,-21.135783313678,-16.208672627886,6.411699526947,42.858406748724,-2.929940510079,0.730249388336,-40.963358241162,40.353240578348
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Tlaxcala<C1>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Veracruz de Ignacio de la Llave<C1>,NA,13.16319281308,0.101191625175,14.03612740318,10.945420901918,4.691020435088,2.109948044878,8.483839088716,-1.617920125093,10.648126498172,-16.516128918405,1.922355884888,-13.805429821387,-10.244006125846,-14.588002362724,-2.370174391027,-5.298695565335,-4.709282050246,28.268862786574,0.285517442758,-2.523061747769
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Yucatán<C1>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Zacatecas<C1>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Aguascalientes<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Baja California<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Baja California Sur<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Campeche<C1>,78.170282876213,77.210607774697,75.390352183999,72.48882389761,69.588856421402,66.980806816329,62.532991850626,59.618760044041,58.540859070919,56.208347817055,56.945141640613,57.491235807228,61.174959140353,61.675186280301,61.575127232074,62.932192550857,63.580136808756,59.85279559348,55.782025153615,49.717042479892,44.402080990515
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,0.009419467859,0.008660470192,0.008157253141,0.009142152122,0.047196649162,0.097255891789,0.224525187332,0.217004552086,0.165232930253,0.120143872332,0.10980278365,0.077590016664,0.04565877896,0.039874138215,0.043248657078,0.041040957636,0.028060059394,0.018462277492,0.014058630359,0.011202143151,0.010886555408
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Colima<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Chiapas<C1>,1.740997584022,1.42965693065,1.262281683005,1.207785787145,1.181854332169,1.305164594296,1.546068207922,1.797549647243,1.806644890124,1.810371855308,1.882621323636,1.793285053898,1.510750479804,1.199883592646,0.900731604743,0.751121431238,0.741016635629,1.044582481265,1.288118352319,1.451764887661,1.191353822255
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Chihuahua<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Ciudad de México<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Durango<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Guanajuato<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Guerrero<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Hidalgo<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Jalisco<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|México<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Michoacán de Ocampo<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Morelos<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Nayarit<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Nuevo León<C1>,0.677376844068,0.647556326201,0.697999142182,0.642551192517,0.649934020261,0.701805304528,0.93185509541,0.926912676551,0.891224805685,0.80881522354,0.801793617885,0.804181611352,0.782509424698,0.571283490076,0.529165150082,0.578579181533,0.520725542993,0.458289160724,0.442149176136,0.416755254691,0.408199457869
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Oaxaca<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Puebla<C1>,0.086015557214,0.208339178265,0.184537012697,0.239026503988,0.18236164565,0.299860668509,0.410598169653,0.473264495334,0.749566999162,0.995891443073,1.114190400453,0.767179255645,0.735288636686,0.740619559334,0.693338528749,0.555943086285,0.502474419326,0.392190095071,0.335530097511,0.293758920541,0.25692755506
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Querétaro<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Quintana Roo<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|San Luis Potosí<C1>,0.017370655723,0.020415881666,0.014626643612,0.01440760098,0.017197326723,0.01135928382,0.017926910197,0.019044882535,0.015578568074,0.017246590309,0.013736205295,0.012245103698,0.013744260482,0.010362050594,0.009748781312,0.009801874378,0.010371537899,0.008987171589,0.008081829238,0.007902196369,0.007664897825
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Sinaloa<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Sonora<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Tabasco<C1>,14.298201014789,14.925519053175,16.657867482884,18.889689268863,21.08341342958,22.90338825479,26.26701937194,28.090938017541,29.183007387595,30.607784124702,30.742389175608,30.512725753337,27.721793763172,28.377981403369,29.21797485451,27.502446314441,25.806145567623,29.800075469794,32.368816121823,39.991831362277,45.215454468196
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Tamaulipas<C1>,1.648198351922,1.809325655611,2.017532029284,2.180875200816,2.302919705943,2.261153112157,2.276733860446,2.558271707245,2.378783441392,2.483976038453,2.513171041974,2.420039620792,2.402599622549,2.018410123242,1.894981214383,2.188125338548,3.327064216002,3.217851977301,3.189466244405,1.802126829691,2.479681743771
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Tlaxcala<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Veracruz de Ignacio de la Llave<C1>,3.352137648191,3.739918729543,3.766646569195,4.32769839596,4.946266469109,5.439206073783,5.792281346474,6.298253977424,6.269101906796,6.947423035227,5.877153810885,6.121517777386,5.612695893294,5.366399362223,5.13568397707,5.440749265084,5.484005212378,5.206765773284,6.571754394594,6.307615925727,6.027750509101
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Yucatán<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Zacatecas<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Contribución a la variación nacional en valores constantes|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,NA,1.429636965567,-0.609118872399,-0.747753482903,-2.92914401703,-4.796825681805,-4.114283064405,-0.231251423044,-1.160431734616,-0.155154321848,-1.313154685869,-2.1462676272690002,-5.991415944528,-6.124560582951,-10.750955141852,-7.844323155662,-6.045666889147,0.364567311458,1.626732290017,4.485085605874,2.002743342237
Contribución a la variación nacional en valores constantes|B.1bV---Valor agregado bruto|Aguascalientes<C1>,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Contribución a la variación nacional en valores constantes|B.1bV---Valor agregado bruto|Baja California<C1>,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Contribución a la variación nacional en valores constantes|B.1bV---Valor agregado bruto|Baja California Sur<C1>,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Contribución a la variación nacional en valores constantes|B.1bV---Valor agregado bruto|Campeche<C1>,NA,0.14415628857,-2.279472453818,-3.4435659918,-4.938325300594,-5.821002148319,-7.020599259079,-3.052101037588,-1.757227679497,-2.419720934742,-0.01098397227,-0.687821616032,0.018477077131,-3.277107008437,-6.719973355486,-3.579539233849,-3.195899021222,-3.509137487548,-3.163346224666,-3.835130757791,-4.425701768524
Contribución a la variación nacional en valores constantes|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,NA,-0.000635184384,-0.000552904419,0.00091653822,0.036672039215,0.045394047032,0.118031693786,-0.008022461361,-0.053689037191,-0.045275466331,-0.01178296908,-0.033878056396,-0.034666845067,-0.008226756497,-0.001275124859,-0.005427084785,-0.014677315962,-0.009530474473,-0.004174950854,-0.002354061497,-0.00009755798
Contribución a la variación nacional en valores constantes|B.1bV---Valor agregado bruto|Colima<C1>,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Contribución a la variación nacional en valores constantes|B.1bV---Valor agregado bruto|Chiapas<C1>,NA,-0.29090174941,-0.175064043599,-0.063527156149,-0.060549670437,0.060703791678,0.177293991183,0.247324580182,-0.011869637756,0.000918095009,0.0475277382,-0.127824966315,-0.373049919223,-0.384354484715,-0.395989238678,-0.208530565862,-0.054904192993,0.307374051904,0.264490108225,0.22875943335,-0.236551306048
Contribución a la variación nacional en valores constantes|B.1bV---Valor agregado bruto|Chihuahua<C1>,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Contribución a la variación nacional en valores constantes|B.1bV---Valor agregado bruto|Ciudad de México<C1>,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Contribución a la variación nacional en valores constantes|B.1bV---Valor agregado bruto|Durango<C1>,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Contribución a la variación nacional en valores constantes|B.1bV---Valor agregado bruto|Guanajuato<C1>,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Contribución a la variación nacional en valores constantes|B.1bV---Valor agregado bruto|Guerrero<C1>,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Contribución a la variación nacional en valores constantes|B.1bV---Valor agregado bruto|Hidalgo<C1>,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Contribución a la variación nacional en valores constantes|B.1bV---Valor agregado bruto|Jalisco<C1>,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Contribución a la variación nacional en valores constantes|B.1bV---Valor agregado bruto|México<C1>,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Contribución a la variación nacional en valores constantes|B.1bV---Valor agregado bruto|Michoacán de Ocampo<C1>,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Contribución a la variación nacional en valores constantes|B.1bV---Valor agregado bruto|Morelos<C1>,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Contribución a la variación nacional en valores constantes|B.1bV---Valor agregado bruto|Nayarit<C1>,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
