PROD_EST,COBERTURA,ANIO,ID_ENTIDAD,TEMA,CATEGORIA,DESCRIPCION_CATEGORIA,VALOR,ESTATUS
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Partida Genérica,Cuotas para el fondo de ahorro y fondo de trabajo,6923210,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Partida Genérica,Prestaciones y haberes de retiro,56043169,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Partida Genérica,Otras prestaciones sociales y económicas,101326968,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Concepto,Pago de estímulos a servidores públicos,2605067,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Partida Genérica,Estímulos,2605067,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Capítulo,Materiales y suministros,143452597,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Concepto,"Materiales de administración, emisión de documentos y artículos oficiales",12189419,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Partida Genérica,"Materiales, útiles y equipos menores de oficina",2468792,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Partida Genérica,Materiales y útiles de impresión y reproducción,1907304,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Partida Genérica,Material estadístico y geográfico,12477,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Partida Genérica,"Materiales, útiles y equipos menores de tecnologías de la información y comunicaciones",6050632,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Partida Genérica,Material de limpieza,1306890,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Partida Genérica,Materiales y útiles de enseñanza,443324,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Concepto,Alimentos y utensilios,27054272,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Partida Genérica,Otros alimentos y utensilios,27054272,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Concepto,"Herramientas, refacciones y accesorios menores",3006512,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Partida Genérica,Refacciones y accesorios menores otros bienes muebles,3006512,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Concepto,Materiales y artículos de construcción y de reparación,4753244,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Partida Genérica,Otros materiales y artículos de construcción y reparación,4753244,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Concepto,"Productos químicos, farmacéuticos, laboratorio y materias primas de producción y comercialización",3235131,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Partida Genérica,"Productos químicos, farmacéuticos y de laboratorio",3017894,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Subpartida Genérica,Productos químicos básicos,521023,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Subpartida Genérica,"Fertilizantes, pesticidas y otros agroquímicos",99087,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Subpartida Genérica,Medicinas y productos farmacéuticos,605409,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Subpartida Genérica,"Materiales, accesorios y suministros médicos",60534,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Subpartida Genérica,"Materiales, accesorios y suministros de laboratorio",1731841,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Partida Genérica,Otros productos adquiridos como materia prima,217237,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Concepto,"Combustibles, lubricantes y aditivos",33668698,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Partida Genérica,"Combustibles, lubricantes y aditivos",33668698,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Concepto,"Vestuario, blancos, prendas de protección y artículos deportivos",9164939,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Partida Genérica,Vestuario y uniformes,8387090,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Partida Genérica,Prendas de seguridad y protección personal,765256,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Partida Genérica,Artículos deportivos,12593,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Concepto,Materiales y suministros para seguridad,1489592,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Partida Genérica,Materiales de seguridad pública,137175,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Partida Genérica,Prendas de protección para seguridad pública y nacional,1352417,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Concepto,Materiales y suministros diversos,48890790,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Capítulo,Servicios generales,330591742,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Concepto,Servicios básicos,51994542,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Partida Genérica,Energía eléctrica,16598994,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Partida Genérica,Gas,1341034,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Partida Genérica,Agua,1715165,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Partida Genérica,Telefonía tradicional,11198207,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Partida Genérica,Telefonía celular,1946725,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Partida Genérica,Servicios de telecomunicaciones y satélites,3542767,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Partida Genérica,Servicios postales y telegráficos,20545,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Partida Genérica,Servicios integrales y otros servicios,15631105,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Concepto,Servicios de arrendamiento,25494587,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Partida Genérica,Otros arrendamientos,25494587,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Concepto,"Servicios profesionales, científicos, técnicos y otros servicios",57824133,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Partida Genérica,Servicios de vigilancia,3852389,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Partida Genérica,"Servicios profesionales, científicos y técnicos integrales",53971744,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Concepto,"Servicios financieros, bancarios y comerciales",44103019,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Partida Genérica,Servicios financieros y bancarios,10507689,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Partida Genérica,"Servicios de recaudación, traslado y custodia de valores",2720492,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Partida Genérica,Seguro de bienes patrimoniales,30712066,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Partida Genérica,Fletes y maniobras,162772,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Concepto,"Servicios de instalación, reparación, mantenimiento y conservación",45242602,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Partida Genérica,Conservación y mantenimiento menor de inmuebles,2600898,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Partida Genérica,"Instalación, reparación y mantenimiento de mobiliario y equipo de administración, educacional y recreativo",741141,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Partida Genérica,"Instalación, reparación y mantenimiento de equipo de cómputo y tecnología de la información",9968663,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Partida Genérica,Reparación y mantenimiento de equipo de transporte,18333946,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Partida Genérica,"Instalación, reparación y mantenimiento de maquinaria, otros equipos y herramienta",2258292,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Partida Genérica,Servicios de limpieza y manejo de desechos,11293207,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Partida Genérica,Diversos servicios de mantenimiento,46455,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Concepto,Servicios de comunicación social y publicidad,73171394,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Partida Genérica,"Difusión por radio, televisión y otros medios de mensajes sobre programas y actividades gubernamentales",657060,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Partida Genérica,Otros servicios de información,72514334,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Concepto,Servicios de traslado y viáticos,7647649,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Partida Genérica,Servicios integrales de traslado y viáticos,6772420,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Partida Genérica,Otros servicios de traslado y hospedaje,875229,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Concepto,Servicios oficiales,9031924,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Partida Genérica,Gastos de ceremonial,7651140,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Partida Genérica,Gastos de orden social y cultural,232322,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Partida Genérica,Congresos y convenciones,181897,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Partida Genérica,Exposiciones,405000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Partida Genérica,Diversos servicios oficiales,561565,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Concepto,Otros servicios generales,16081892,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Partida Genérica,Impuestos y derechos,2182542,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Partida Genérica,Impuesto sobre nóminas y otros que se deriven de una relación laboral,13899350,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Capítulo,"Transferencias, asignaciones, subsidios y otras ayudas",8225079000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Concepto,Transferencias internas y asignaciones al sector público,8224954000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Partida Genérica,A poderes,417558000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Subpartida Genérica,Legislativo,191980000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Subpartida Genérica,Judicial,225578000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Partida Genérica,A instituciones del gobierno según función,7674482000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Subpartida Genérica,Instituciones y programas de educación,5406938000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Subpartida Genérica,Instituciones y programas de salud,1543882000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Subpartida Genérica,Instituciones y programas de asistencia social,349926000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Subpartida Genérica,Instituciones y programas de seguridad social,9804000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Subpartida Genérica,Instituciones y programas de cultura y deporte,308231000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Subpartida Genérica,Instituciones y programas de seguridad pública,13535000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Subpartida Genérica,Instituciones y programas del sector turismo,5191000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Subpartida Genérica,Instituciones y programas del sector económico,6816000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Subpartida Genérica,Instituciones y programas ecológicos,5496000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Subpartida Genérica,Instituciones y programas de infraestructura,24663000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Partida Genérica,Órganos autónomos y electorales,92520000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Subpartida Genérica,Instituto electoral,64783000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Subpartida Genérica,Comisión de derechos humanos,14204000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Subpartida Genérica,Instituciones de transparencia,9296000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Subpartida Genérica,Diversos órganos autónomos y electorales,4237000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Partida Genérica,Diversas transferencias,40394000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Subpartida Genérica,Empresas de participación estatal,36088000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Subpartida Genérica,Otras transferencias,4306000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Concepto,Pensiones y jubilaciones,125000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Partida Genérica,Pensiones,125000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Capítulo,"Bienes muebles, inmuebles e intangibles",189496364,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Concepto,Mobiliario y equipo de administración,56887625,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Partida Genérica,Muebles de oficina y estantería,4451406,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Partida Genérica,Equipo de cómputo y de tecnologías de la información,52436219,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Concepto,Mobiliario y equipo educacional y recreativo,493492,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Partida Genérica,Otro mobiliario y equipo educacional y recreativo,493492,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Concepto,Vehículos y equipo de transporte,93620377,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Partida Genérica,Otros equipos de transporte,93620377,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Concepto,Equipo de defensa y seguridad y equipo e instrumental médico y laboratorio,10918520,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Partida Genérica,Equipo de defensa y seguridad,8192266,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Partida Genérica,Equipo médico y de laboratorio,2726254,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Concepto,"Maquinaria, otros equipos y herramientas",27548948,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Partida Genérica,Maquinaria y equipo agropecuario,56100,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Partida Genérica,Maquinaria y equipo industrial,239676,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Partida Genérica,Equipo de comunicación y telecomunicación,15599291,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Partida Genérica,"Equipos de generación eléctrica, aparatos y accesorios eléctricos",10633572,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Partida Genérica,Herramientas y máquinas-herramienta,683133,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Partida Genérica,Otros equipos,337176,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Concepto,"Bienes muebles, inmuebles e intangibles diversos",27402,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Capítulo,Inversión pública,3596688000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Concepto,Obra pública en bienes de dominio público,1838372000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Partida Genérica,Edificación habitacional,5000000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Partida Genérica,Edificación no habitacional,258260000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Subpartida Genérica,Escuelas,179760000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Subpartida Genérica,Hospitales,26900000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Subpartida Genérica,Edificios públicos diversos,51600000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Partida Genérica,División de terrenos y construcción de obras de urbanización,1008955000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Partida Genérica,Construcción de vías de comunicación,17032000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Partida Genérica,Otras construcciones de ingeniería civil u obra pesada,1144000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Partida Genérica,Diversas obras públicas en bienes de dominio público,547981000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Concepto,Proyectos productivos y acciones de fomento,1758316000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Partida Genérica,Seguridad pública,162400000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Partida Genérica,Desarrollo agropecuario y forestal,89200000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Partida Genérica,Desarrollo industrial y comercial,61500000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Partida Genérica,Desarrollo y fomento educativo,688600000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Partida Genérica,Diversos proyectos productivos y acciones de fomento,756616000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Capítulo,Recursos asignados a municipios,2426837000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2012,01,Egresos,Concepto,Participaciones,1716544000,Cifras Definitivas
