PROD_EST,COBERTURA,ANIO,ID_ENTIDAD,TEMA,CATEGORIA,DESCRIPCION_CATEGORIA,VALOR,ESTATUS
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Partida Genérica,Procuraduría general de justicia,101271060,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Partida Genérica,Contraloría general del estado,10750576,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Partida Genérica,Dependencias diversas,57074532,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Concepto,Remuneraciones adicionales y especiales,324641944,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Partida Genérica,Primas por años de servicios efectivos prestados,6051190,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Partida Genérica,"Primas de vacaciones, dominical y gratificación de fin de año",110159663,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Partida Genérica,Horas extraordinarias,61668,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Partida Genérica,Compensaciones,207101168,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Partida Genérica,Honorarios especiales,1226022,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Partida Genérica,Otras remuneraciones adicionales y especiales,42233,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Concepto,Seguridad social,40864563,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Partida Genérica,Aportaciones de seguridad social,32231150,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Partida Genérica,Aportaciones a fondos de vivienda,3754530,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Partida Genérica,Aportaciones al sistema para el retiro,4878883,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Concepto,Otras prestaciones sociales y económicas,95130697,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Partida Genérica,Cuotas para el fondo de ahorro y fondo de trabajo,6098207,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Partida Genérica,Otras prestaciones sociales y económicas,89032490,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Capítulo,Materiales y suministros,144622784,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Concepto,"Materiales de administración, emisión de documentos y artículos oficiales",20088255,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Partida Genérica,"Materiales, útiles y equipos menores de oficina",10980784,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Partida Genérica,Materiales y útiles de impresión y reproducción,5981738,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Partida Genérica,Material estadístico y geográfico,17734,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Partida Genérica,"Materiales, útiles y equipos menores de tecnologías de la información y comunicaciones",805051,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Partida Genérica,Material de limpieza,1382946,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Partida Genérica,Materiales y útiles de enseñanza,920002,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Concepto,Alimentos y utensilios,27213766,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Partida Genérica,Otros alimentos y utensilios,27213766,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Concepto,"Herramientas, refacciones y accesorios menores",1818571,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Partida Genérica,Refacciones y accesorios menores otros bienes muebles,1818571,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Concepto,Materiales y artículos de construcción y de reparación,5860081,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Partida Genérica,Otros materiales y artículos de construcción y reparación,5860081,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Concepto,"Productos químicos, farmacéuticos, laboratorio y materias primas de producción y comercialización",3956378,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Partida Genérica,"Productos químicos, farmacéuticos y de laboratorio",3314698,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Subpartida Genérica,Productos químicos básicos,44059,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Subpartida Genérica,"Fertilizantes, pesticidas y otros agroquímicos",23161,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Subpartida Genérica,Medicinas y productos farmacéuticos,536413,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Subpartida Genérica,"Materiales, accesorios y suministros médicos",26472,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Subpartida Genérica,"Materiales, accesorios y suministros de laboratorio",2684593,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Partida Genérica,Otros productos adquiridos como materia prima,641680,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Concepto,"Combustibles, lubricantes y aditivos",27140319,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Partida Genérica,"Combustibles, lubricantes y aditivos",27140319,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Concepto,"Vestuario, blancos, prendas de protección y artículos deportivos",1141341,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Partida Genérica,Vestuario y uniformes,933124,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Partida Genérica,Prendas de seguridad y protección personal,190389,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Partida Genérica,Artículos deportivos,17828,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Concepto,Materiales y suministros para seguridad,66983,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Partida Genérica,Materiales de seguridad pública,5758,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Partida Genérica,Prendas de protección para seguridad pública y nacional,61225,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Concepto,Materiales y suministros diversos,57337090,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Capítulo,Servicios generales,306481495,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Concepto,Servicios básicos,29809549,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Partida Genérica,Energía eléctrica,11718832,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Partida Genérica,Agua,1520114,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Partida Genérica,Telefonía tradicional,9199116,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Partida Genérica,Telefonía celular,626353,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Partida Genérica,Servicios de telecomunicaciones y satélites,1016997,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Partida Genérica,Servicios postales y telegráficos,15823,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Partida Genérica,Servicios integrales y otros servicios,5712314,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Concepto,Servicios de arrendamiento,9297438,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Partida Genérica,Otros arrendamientos,9297438,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Concepto,"Servicios profesionales, científicos, técnicos y otros servicios",37122440,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Partida Genérica,Servicios de vigilancia,1634019,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Partida Genérica,"Servicios profesionales, científicos y técnicos integrales",35488421,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Concepto,"Servicios financieros, bancarios y comerciales",31148207,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Partida Genérica,Servicios financieros y bancarios,13812330,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Partida Genérica,Seguro de bienes patrimoniales,16783203,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Partida Genérica,Fletes y maniobras,83588,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Partida Genérica,"Servicios financieros, bancarios y comerciales integrales",469086,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Concepto,"Servicios de instalación, reparación, mantenimiento y conservación",38033819,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Partida Genérica,Conservación y mantenimiento menor de inmuebles,3220428,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Partida Genérica,"Instalación, reparación y mantenimiento de mobiliario y equipo de administración, educacional y recreativo",1012416,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Partida Genérica,"Instalación, reparación y mantenimiento de equipo de cómputo y tecnología de la información",5881166,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Partida Genérica,Reparación y mantenimiento de equipo de transporte,16711825,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Partida Genérica,"Instalación, reparación y mantenimiento de maquinaria, otros equipos y herramienta",1954966,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Partida Genérica,Servicios de limpieza y manejo de desechos,9116660,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Partida Genérica,Diversos servicios de mantenimiento,136358,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Concepto,Servicios de comunicación social y publicidad,135129841,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Partida Genérica,Otros servicios de información,135129841,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Concepto,Servicios de traslado y viáticos,6640832,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Partida Genérica,Servicios integrales de traslado y viáticos,5592033,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Partida Genérica,Otros servicios de traslado y hospedaje,1048799,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Concepto,Servicios oficiales,5690911,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Partida Genérica,Gastos de ceremonial,5230116,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Partida Genérica,Gastos de orden social y cultural,14680,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Partida Genérica,Congresos y convenciones,446115,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Concepto,Otros servicios generales,13608458,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Partida Genérica,Impuestos y derechos,1176865,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Partida Genérica,Impuesto sobre nóminas y otros que se deriven de una relación laboral,12431593,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Capítulo,"Transferencias, asignaciones, subsidios y otras ayudas",7645338000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Concepto,Transferencias internas y asignaciones al sector público,7645213000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Partida Genérica,A poderes,386839000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Subpartida Genérica,Legislativo,179410000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Subpartida Genérica,Judicial,207429000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Partida Genérica,A instituciones del gobierno según función,7141684000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Subpartida Genérica,Instituciones y programas de educación,5082178000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Subpartida Genérica,Instituciones y programas de salud,1366703000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Subpartida Genérica,Instituciones y programas de asistencia social,297831000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Subpartida Genérica,Instituciones y programas de seguridad social,8424000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Subpartida Genérica,Instituciones y programas de cultura y deporte,249091000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Subpartida Genérica,Instituciones y programas de seguridad pública,13768000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Subpartida Genérica,Instituciones y programas del sector turismo,345000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Subpartida Genérica,Instituciones y programas del sector agropecuario,50376000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Subpartida Genérica,Instituciones y programas del sector económico,6858000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Subpartida Genérica,Instituciones y programas ecológicos,40138000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Subpartida Genérica,Instituciones y programas de infraestructura,25972000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Partida Genérica,Órganos autónomos y electorales,80609000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Subpartida Genérica,Partidos políticos,38607000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Subpartida Genérica,Instituto electoral,15800000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Subpartida Genérica,Comisión de derechos humanos,14204000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Subpartida Genérica,Instituciones de transparencia,8796000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Subpartida Genérica,Diversos órganos autónomos y electorales,3202000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Partida Genérica,Diversas transferencias,36081000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Subpartida Genérica,Empresas de participación estatal,26654000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Subpartida Genérica,Instituciones federales,2910000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Subpartida Genérica,Otras transferencias,6517000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Concepto,Pensiones y jubilaciones,125000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Partida Genérica,Pensiones,125000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Capítulo,"Bienes muebles, inmuebles e intangibles",97964481,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Concepto,Mobiliario y equipo de administración,20556607,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Partida Genérica,Muebles de oficina y estantería,6734957,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Partida Genérica,Equipo de cómputo y de tecnologías de la información,13821650,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Concepto,Mobiliario y equipo educacional y recreativo,1533811,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Partida Genérica,Otro mobiliario y equipo educacional y recreativo,1533811,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Concepto,Vehículos y equipo de transporte,32634153,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Partida Genérica,Otros equipos de transporte,32634153,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Concepto,Equipo de defensa y seguridad y equipo e instrumental médico y laboratorio,32742828,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Partida Genérica,Equipo de defensa y seguridad,25533135,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Partida Genérica,Equipo médico y de laboratorio,7209693,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Concepto,"Maquinaria, otros equipos y herramientas",10497082,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Partida Genérica,Maquinaria y equipo agropecuario,15629,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Partida Genérica,Maquinaria y equipo industrial,233357,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Partida Genérica,Equipo de comunicación y telecomunicación,9018549,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Partida Genérica,"Equipos de generación eléctrica, aparatos y accesorios eléctricos",497681,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Partida Genérica,Herramientas y máquinas-herramienta,731866,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Capítulo,Inversión pública,2605437000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Concepto,Obra pública en bienes de dominio público,1203403000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Partida Genérica,Edificación no habitacional,513800000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Subpartida Genérica,Escuelas,47518000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Subpartida Genérica,Hospitales,461617000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Subpartida Genérica,Edificios públicos diversos,4665000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Partida Genérica,"Construcción de obras para el abastecimiento de agua, petróleo, gas, electricidad y telecomunicaciones",201632000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Partida Genérica,División de terrenos y construcción de obras de urbanización,463214000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Partida Genérica,Construcción de vías de comunicación,24757000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Concepto,Proyectos productivos y acciones de fomento,1402034000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Partida Genérica,Seguridad pública,177175000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Partida Genérica,Desarrollo agropecuario y forestal,157327000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Partida Genérica,Desarrollo industrial y comercial,177562000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Partida Genérica,Desarrollo y fomento educativo,833066000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Partida Genérica,Diversos proyectos productivos y acciones de fomento,56904000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Capítulo,Inversiones financieras y otras provisiones,500000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Concepto,Inversiones para el fomento de actividades productivas,500000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Partida Genérica,Diversos créditos,500000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Capítulo,Recursos asignados a municipios,2299892000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Concepto,Participaciones,1634954000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Partida Genérica,Fondo general de participaciones,922891000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Partida Genérica,Fondo de fomento municipal,484328000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Partida Genérica,Fondo de fiscalización,49214000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Partida Genérica,Impuestos sobre tenencia o uso de vehículos,28496000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Partida Genérica,Impuesto sobre automóviles nuevos,14810000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Partida Genérica,Impuesto especial sobre producción y servicios,13719000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Partida Genérica,IEPS gasolinas,48039000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2011,01,Egresos,Partida Genérica,Otras participaciones,73457000,Cifras Definitivas
